"ngrams","I","n","S"
"dairin","H",2,"Herbal"
"dairl","H",1,"Herbal"
"dairo","H",2,"Herbal"
"dairodg","H",1,"Herbal"
"dairom","H",1,"Herbal"
"dais","H",3,"Herbal"
"daisam","H",1,"Herbal"
"dait","H",1,"Herbal"
"dakar","H",1,"Herbal"
"daky","H",1,"Herbal"
"dal","H",65,"Herbal"
"dala","H",1,"Herbal"
"dalain","H",1,"Herbal"
"dalal","H",1,"Herbal"
"dalam","H",1,"Herbal"
"dalchy","H",1,"Herbal"
"daldaiin","H",1,"Herbal"
"daldar","H",1,"Herbal"
"daldeam","H",1,"Herbal"
"daldy","H",4,"Herbal"
"dalfchy","H",1,"Herbal"
"dalmy","H",1,"Herbal"
"dalody","H",1,"Herbal"
"dalol","H",1,"Herbal"
"dalor","H",4,"Herbal"
"dalory","H",1,"Herbal"
"dals","H",2,"Herbal"
"dalshdy","H",1,"Herbal"
"dalteoshy","H",1,"Herbal"
"daly","H",7,"Herbal"
"dam","H",48,"Herbal"
"damo","H",3,"Herbal"
"dan","H",11,"Herbal"
"dar","H",113,"Herbal"
"daraiin","H",1,"Herbal"
"daral","H",2,"Herbal"
"darala","H",1,"Herbal"
"daram","H",3,"Herbal"
"darchor","H",1,"Herbal"
"dardy","H",2,"Herbal"
"dariin","H",1,"Herbal"
"dario","H",1,"Herbal"
"darody","H",1,"Herbal"
"darom","H",1,"Herbal"
"daror","H",1,"Herbal"
"dary","H",9,"Herbal"
"das","H",3,"Herbal"
"dasady","H",1,"Herbal"
"dayty","H",1,"Herbal"
"dchaiin","H",3,"Herbal"
"dchain","H",1,"Herbal"
"dchal","H",1,"Herbal"
"dcham","H",1,"Herbal"
"dchar","H",3,"Herbal"
"dchchy","H",1,"Herbal"
"dchckhy","H",3,"Herbal"
"dchcthy","H",1,"Herbal"
"dchd","H",1,"Herbal"
"dchdar","H",1,"Herbal"
"dchdy","H",3,"Herbal"
"dcheaiin","H",1,"Herbal"
"dcheckhey","H",1,"Herbal"
"dchedy","H",5,"Herbal"
"dcheecthey","H",1,"Herbal"
"dcheeey","H",1,"Herbal"
"dcheeky","H",1,"Herbal"
"dcheeol","H",1,"Herbal"
"dcheey","H",6,"Herbal"
"dcheo","H",2,"Herbal"
"dcheodaiin","H",1,"Herbal"
"dcheodain","H",1,"Herbal"
"dcheody","H",1,"Herbal"
"dcheoky","H",1,"Herbal"
"dcheor","H",1,"Herbal"
"dcheos","H",1,"Herbal"
"dcheoteos","H",1,"Herbal"
"dchepain","H",1,"Herbal"
"dchey","H",10,"Herbal"
"dchir","H",1,"Herbal"
"dchm","H",1,"Herbal"
"dcho","H",4,"Herbal"
"dchod","H",1,"Herbal"
"dchodaiin","H",2,"Herbal"
"dchody","H",2,"Herbal"
"dchog","H",2,"Herbal"
"dchokchy","H",1,"Herbal"
"dchol","H",18,"Herbal"
"dcholdy","H",1,"Herbal"
"dchom","H",1,"Herbal"
"dchor","H",23,"Herbal"
"dchorol","H",1,"Herbal"
"dchos","H",2,"Herbal"
"dchoty","H",1,"Herbal"
"dchschy","H",1,"Herbal"
"dchsy","H",1,"Herbal"
"dchy","H",24,"Herbal"
"dchyd","H",1,"Herbal"
"dchydy","H",1,"Herbal"
"dchykey","H",1,"Herbal"
"dchytchy","H",1,"Herbal"
"dcthy","H",1,"Herbal"
"dd","H",1,"Herbal"
"ddor","H",1,"Herbal"
"ddy","H",2,"Herbal"
"deaiin","H",1,"Herbal"
"deeaiir","H",1,"Herbal"
"deeeese","H",1,"Herbal"
"deeeod","H",1,"Herbal"
"deees","H",1,"Herbal"
"deeey","H",1,"Herbal"
"deeol","H",1,"Herbal"
"deey","H",5,"Herbal"
"dein","H",1,"Herbal"
"deol","H",1,"Herbal"
"dey","H",1,"Herbal"
"diiiin","H",1,"Herbal"
"diiin","H",1,"Herbal"
"diil","H",1,"Herbal"
"dkeeor","H",1,"Herbal"
"dksheey","H",1,"Herbal"
"dkshey","H",1,"Herbal"
"dkshy","H",1,"Herbal"
"dky","H",1,"Herbal"
"dl","H",4,"Herbal"
"dlod","H",1,"Herbal"
"dlos","H",1,"Herbal"
"dls","H",1,"Herbal"
"dlssho","H",1,"Herbal"
"dly","H",1,"Herbal"
"dm","H",1,"Herbal"
"do","H",11,"Herbal"
"doaiin","H",1,"Herbal"
"doal","H",1,"Herbal"
"dochod","H",1,"Herbal"
"dockhy","H",1,"Herbal"
"doctho","H",1,"Herbal"
"dod","H",1,"Herbal"
"dodar","H",1,"Herbal"
"dodl","H",1,"Herbal"
"dody","H",4,"Herbal"
"dodyd","H",1,"Herbal"
"doiiin","H",2,"Herbal"
"doiin","H",10,"Herbal"
"doiir","H",3,"Herbal"
"doky","H",1,"Herbal"
"dol","H",48,"Herbal"
"dolar","H",1,"Herbal"
"dolchey","H",1,"Herbal"
"dold","H",1,"Herbal"
"doldaiin","H",1,"Herbal"
"dolds","H",1,"Herbal"
"doldy","H",1,"Herbal"
"dolkchy","H",1,"Herbal"
"dolo","H",1,"Herbal"
"dolody","H",1,"Herbal"
"dolshy","H",1,"Herbal"
"dom","H",6,"Herbal"
"dor","H",42,"Herbal"
"dorain","H",1,"Herbal"
"dorchory","H",1,"Herbal"
"dorody","H",1,"Herbal"
"doroiin","H",2,"Herbal"
"dorshefy","H",1,"Herbal"
"dory","H",2,"Herbal"
"dotody","H",1,"Herbal"
"doty","H",1,"Herbal"
"dpchy","H",2,"Herbal"
"dr","H",1,"Herbal"
"ds","H",1,"Herbal"
"dsa","H",1,"Herbal"
"dscheey","H",1,"Herbal"
"dshcheal","H",1,"Herbal"
"dshdy","H",1,"Herbal"
"dshe","H",2,"Herbal"
"dshedy","H",7,"Herbal"
"dsheedy","H",1,"Herbal"
"dsheeor","H",1,"Herbal"
"dsheey","H",2,"Herbal"
"dsheog","H",1,"Herbal"
"dsheol","H",1,"Herbal"
"dsheor","H",2,"Herbal"
"dsheos","H",1,"Herbal"
"dshey","H",6,"Herbal"
"dsho","H",9,"Herbal"
"dshodar","H",1,"Herbal"
"dshody","H",1,"Herbal"
"dshol","H",2,"Herbal"
"dsholdy","H",1,"Herbal"
"dsholy","H",1,"Herbal"
"dshor","H",9,"Herbal"
"dshoy","H",1,"Herbal"
"dshy","H",7,"Herbal"
"dtchan","H",1,"Herbal"
"dteodoiin","H",1,"Herbal"
"dy","H",139,"Herbal"
"dychear","H",1,"Herbal"
"dychedy","H",1,"Herbal"
"dydy","H",1,"Herbal"
"dykaiin","H",1,"Herbal"
"dykaly","H",1,"Herbal"
"dykchy","H",1,"Herbal"
"dykedy","H",1,"Herbal"
"dyky","H",1,"Herbal"
"dys","H",1,"Herbal"
"dytchdy","H",1,"Herbal"
"dytchy","H",2,"Herbal"
"dytedy","H",1,"Herbal"
"dytory","H",1,"Herbal"
"dytydy","H",1,"Herbal"
"ear","H",1,"Herbal"
"echedy","H",1,"Herbal"
"eear","H",1,"Herbal"
"eedy","H",4,"Herbal"
"eeedy","H",3,"Herbal"
"eeeody","H",1,"Herbal"
"eeeoly","H",1,"Herbal"
"eeeos","H",1,"Herbal"
"eees","H",3,"Herbal"
"een","H",1,"Herbal"
"eeor","H",3,"Herbal"
"ees","H",1,"Herbal"
"eey","H",1,"Herbal"
"ekaiin","H",1,"Herbal"
"ekchody","H",1,"Herbal"
"ekeey","H",1,"Herbal"
"ekokeey","H",1,"Herbal"
"ekshy","H",1,"Herbal"
"el","H",1,"Herbal"
"epaiin","H",1,"Herbal"
"esechor","H",1,"Herbal"
"esedy","H",1,"Herbal"
"etaiin","H",1,"Herbal"
"etchal","H",1,"Herbal"
"etcheody","H",1,"Herbal"
"etedy","H",1,"Herbal"
"eteeda","H",1,"Herbal"
"eteor","H",1,"Herbal"
"etodaiin","H",1,"Herbal"
"etodaithey","H",1,"Herbal"
"ety","H",4,"Herbal"
"f","H",1,"Herbal"
"faiis","H",1,"Herbal"
"far","H",1,"Herbal"
"fchdy","H",1,"Herbal"
"fchecfhy","H",1,"Herbal"
"fchedy","H",2,"Herbal"
"fcheey","H",1,"Herbal"
"fcheodal","H",1,"Herbal"
"fcheody","H",1,"Herbal"
"fcheos","H",1,"Herbal"
"fcho","H",1,"Herbal"
"fchodaiin","H",1,"Herbal"
"fchodees","H",1,"Herbal"
"fchoiin","H",1,"Herbal"
"fchol","H",3,"Herbal"
"fcholdy","H",2,"Herbal"
"fcholy","H",1,"Herbal"
"fchom","H",1,"Herbal"
"fchor","H",1,"Herbal"
"fchoy","H",1,"Herbal"
"fchs","H",1,"Herbal"
"fchy","H",1,"Herbal"
"fdykain","H",1,"Herbal"
"feedly","H",1,"Herbal"
"feeedy","H",1,"Herbal"
"foar","H",2,"Herbal"
"fochof","H",1,"Herbal"
"fochor","H",1,"Herbal"
"fodan","H",1,"Herbal"
"fol","H",1,"Herbal"
"fold","H",1,"Herbal"
"folor","H",1,"Herbal"
"folr","H",1,"Herbal"
"fsey","H",1,"Herbal"
"fshodchy","H",1,"Herbal"
"fshody","H",1,"Herbal"
"fsholom","H",1,"Herbal"
"fshor","H",1,"Herbal"
"g","H",8,"Herbal"
"gaiin","H",1,"Herbal"
"gal","H",1,"Herbal"
"geedy","H",1,"Herbal"
"haiin","H",1,"Herbal"
"iir","H",1,"Herbal"
"ikheeos","H",1,"Herbal"
"ka","H",1,"Herbal"
"kaedy","H",1,"Herbal"
"kaiiidal","H",1,"Herbal"
"kaiiin","H",1,"Herbal"
"kaiim","H",1,"Herbal"
"kaiin","H",24,"Herbal"
"kain","H",4,"Herbal"
"kair","H",2,"Herbal"
"kal","H",5,"Herbal"
"kalchdy","H",1,"Herbal"
"kaldy","H",2,"Herbal"
"kaly","H",1,"Herbal"
"kam","H",3,"Herbal"
"kan","H",1,"Herbal"
"kar","H",20,"Herbal"
"kara","H",1,"Herbal"
"karal","H",1,"Herbal"
"karar","H",1,"Herbal"
"kary","H",2,"Herbal"
"kas","H",1,"Herbal"
"kchaiin","H",3,"Herbal"
"kchain","H",1,"Herbal"
"kchal","H",1,"Herbal"
"kcham","H",1,"Herbal"
"kchar","H",1,"Herbal"
"kchdal","H",1,"Herbal"
"kchdy","H",14,"Herbal"
"kcheals","H",1,"Herbal"
"kcheat","H",1,"Herbal"
"kchedy","H",3,"Herbal"
"kcheed","H",1,"Herbal"
"kcheedchdy","H",1,"Herbal"
"kcheey","H",3,"Herbal"
"kcheo","H",1,"Herbal"
"kcheodaiin","H",1,"Herbal"
"kcheol","H",4,"Herbal"
"kcheor","H",2,"Herbal"
"kchey","H",13,"Herbal"
"kcho","H",5,"Herbal"
"kchoar","H",1,"Herbal"
"kchochaiin","H",1,"Herbal"
"kchod","H",3,"Herbal"
"kchodan","H",1,"Herbal"
"kchody","H",4,"Herbal"
"kchokchy","H",2,"Herbal"
"kchol","H",18,"Herbal"
"kcholy","H",1,"Herbal"
"kchom","H",1,"Herbal"
"kchor","H",17,"Herbal"
"kchorl","H",1,"Herbal"
"kchos","H",3,"Herbal"
"kchoy","H",2,"Herbal"
"kchrrr","H",1,"Herbal"
"kchs","H",2,"Herbal"
"kchsy","H",1,"Herbal"
"kchy","H",27,"Herbal"
"kchydy","H",1,"Herbal"
"kdchody","H",1,"Herbal"
"kechdy","H",1,"Herbal"
"kechy","H",2,"Herbal"
"ked","H",1,"Herbal"
"kedaiiin","H",1,"Herbal"
"kedair","H",1,"Herbal"
"kedaleey","H",1,"Herbal"
"kedar","H",1,"Herbal"
"kedy","H",12,"Herbal"
"keeaiin","H",1,"Herbal"
"keechy","H",1,"Herbal"
"keedal","H",1,"Herbal"
"keedey","H",1,"Herbal"
"keedy","H",8,"Herbal"
"keeees","H",1,"Herbal"
"keeeol","H",1,"Herbal"
"keees","H",1,"Herbal"
"keeey","H",5,"Herbal"
"keem","H",1,"Herbal"
"keeo","H",2,"Herbal"
"keeod","H",1,"Herbal"
"keeodol","H",1,"Herbal"
"keeol","H",3,"Herbal"
"keeor","H",3,"Herbal"
"keeos","H",1,"Herbal"
"keesy","H",1,"Herbal"
"keey","H",12,"Herbal"
"keo","H",2,"Herbal"
"keocthy","H",1,"Herbal"
"keodaiin","H",2,"Herbal"
"keodam","H",1,"Herbal"
"keodar","H",1,"Herbal"
"keody","H",10,"Herbal"
"keoky","H",1,"Herbal"
"keol","H",9,"Herbal"
"keor","H",4,"Herbal"
"keos","H",1,"Herbal"
"keoy","H",1,"Herbal"
"keshdy","H",1,"Herbal"
"key","H",3,"Herbal"
"koaiin","H",2,"Herbal"
"koair","H",1,"Herbal"
"koar","H",1,"Herbal"
"kochky","H",1,"Herbal"
"kod","H",1,"Herbal"
"kodaiin","H",1,"Herbal"
"kodalchy","H",1,"Herbal"
"kodam","H",1,"Herbal"
"koddy","H",1,"Herbal"
"kodl","H",1,"Herbal"
"kodshol","H",1,"Herbal"
"kody","H",3,"Herbal"
"koees","H",1,"Herbal"
"koiin","H",3,"Herbal"
"koky","H",1,"Herbal"
"kol","H",20,"Herbal"
"koldal","H",1,"Herbal"
"koldy","H",3,"Herbal"
"kolschees","H",1,"Herbal"
"koly","H",2,"Herbal"
"kom","H",2,"Herbal"
"kooiin","H",2,"Herbal"
"kor","H",15,"Herbal"
"koraiin","H",2,"Herbal"
"korare","H",1,"Herbal"
"korary","H",1,"Herbal"
"kos","H",2,"Herbal"
"koshet","H",1,"Herbal"
"kotchody","H",1,"Herbal"
"kschdy","H",1,"Herbal"
"ksh","H",1,"Herbal"
"kshaiin","H",1,"Herbal"
"kshdor","H",1,"Herbal"
"kshdy","H",2,"Herbal"
"kshed","H",1,"Herbal"
"kshedy","H",2,"Herbal"
"ksheey","H",1,"Herbal"
"ksheo","H",4,"Herbal"
"ksheodal","H",1,"Herbal"
"ksheody","H",2,"Herbal"
"ksheol","H",1,"Herbal"
"kshes","H",1,"Herbal"
"kshey","H",3,"Herbal"
"ksho","H",8,"Herbal"
"kshody","H",3,"Herbal"
"kshol","H",3,"Herbal"
"kshor","H",2,"Herbal"
"kshotol","H",1,"Herbal"
"kshy","H",4,"Herbal"
"ksor","H",1,"Herbal"
"ky","H",15,"Herbal"
"kydain","H",1,"Herbal"
"kydainy","H",1,"Herbal"
"kyty","H",1,"Herbal"
"l","H",11,"Herbal"
"laiin","H",1,"Herbal"
"lchaiin","H",1,"Herbal"
"lchal","H",1,"Herbal"
"lchar","H",1,"Herbal"
"lchdal","H",1,"Herbal"
"lchdy","H",2,"Herbal"
"lchedy","H",3,"Herbal"
"lchey","H",3,"Herbal"
"lchoar","H",1,"Herbal"
"lchol","H",1,"Herbal"
"lchor","H",2,"Herbal"
"ldar","H",2,"Herbal"
"ldy","H",6,"Herbal"
"lfchdy","H",1,"Herbal"
"lk","H",1,"Herbal"
"lkaldy","H",1,"Herbal"
"lkedy","H",3,"Herbal"
"lkeedy","H",1,"Herbal"
"lkeeody","H",1,"Herbal"
"lkeey","H",2,"Herbal"
"lkeo","H",1,"Herbal"
"lkeol","H",1,"Herbal"
"lkody","H",1,"Herbal"
"lkol","H",1,"Herbal"
"lo","H",1,"Herbal"
"lochey","H",1,"Herbal"
"lodaiin","H",1,"Herbal"
"lodaly","H",1,"Herbal"
"lody","H",1,"Herbal"
"loeees","H",1,"Herbal"
"loees","H",1,"Herbal"
"loiin","H",1,"Herbal"
"lokaiin","H",1,"Herbal"
"lokar","H",1,"Herbal"
"lol","H",4,"Herbal"
"lolchor","H",1,"Herbal"
"loldy","H",1,"Herbal"
"lolkeol","H",1,"Herbal"
"lor","H",5,"Herbal"
"lory","H",1,"Herbal"
"los","H",2,"Herbal"
"lotal","H",1,"Herbal"
"lpychol","H",1,"Herbal"
"lr","H",2,"Herbal"
"ls","H",2,"Herbal"
"lseeey","H",1,"Herbal"
"lshaiir","H",1,"Herbal"
"lshed","H",1,"Herbal"
"lshedy","H",1,"Herbal"
"lshee","H",1,"Herbal"
"lsheody","H",1,"Herbal"
"lsho","H",1,"Herbal"
"lshy","H",2,"Herbal"
"ly","H",3,"Herbal"
"m","H",6,"Herbal"
"mar","H",1,"Herbal"
"mol","H",1,"Herbal"
"n","H",3,"Herbal"
"o","H",24,"Herbal"
"oaiin","H",10,"Herbal"
"oaiir","H",2,"Herbal"
"oain","H",1,"Herbal"
"oair","H",1,"Herbal"
"oal","H",1,"Herbal"
"oaldary","H",1,"Herbal"
"oaorar","H",1,"Herbal"
"oar","H",3,"Herbal"
"oc","H",1,"Herbal"
"ochaiin","H",1,"Herbal"
"ochdy","H",1,"Herbal"
"ochedy","H",1,"Herbal"
"ocheodaiin","H",1,"Herbal"
"ochepchody","H",1,"Herbal"
"ochey","H",3,"Herbal"
"ochkchar","H",1,"Herbal"
"ocho","H",2,"Herbal"
"ochoaiin","H",1,"Herbal"
"ochockhy","H",1,"Herbal"
"ochody","H",1,"Herbal"
"ochoiky","H",1,"Herbal"
"ochokeey","H",1,"Herbal"
"ochol","H",3,"Herbal"
"ocholdy","H",1,"Herbal"
"ocholy","H",1,"Herbal"
"ochor","H",5,"Herbal"
"ochy","H",3,"Herbal"
"ockh","H",1,"Herbal"
"ockhedy","H",2,"Herbal"
"ockhody","H",1,"Herbal"
"ockhoees","H",1,"Herbal"
"ockhol","H",1,"Herbal"
"ockhor","H",1,"Herbal"
"ockhy","H",4,"Herbal"
"ocphal","H",1,"Herbal"
"ocpheo","H",1,"Herbal"
"ocphy","H",1,"Herbal"
"octhain","H",1,"Herbal"
"octham","H",1,"Herbal"
"octhede","H",1,"Herbal"
"octheody","H",1,"Herbal"
"octhey","H",2,"Herbal"
"octhodaly","H",1,"Herbal"
"octhody","H",2,"Herbal"
"octhol","H",1,"Herbal"
"octhos","H",1,"Herbal"
"octhy","H",3,"Herbal"
"od","H",4,"Herbal"
"odaiiily","H",1,"Herbal"
"odaiiin","H",1,"Herbal"
"odaiil","H",1,"Herbal"
"odaiim","H",1,"Herbal"
"odaiin","H",23,"Herbal"
"odaiir","H",2,"Herbal"
"odain","H",3,"Herbal"
"odair","H",1,"Herbal"
"odal","H",5,"Herbal"
"odaldy","H",1,"Herbal"
"odaly","H",1,"Herbal"
"odam","H",4,"Herbal"
"odan","H",2,"Herbal"
"odar","H",6,"Herbal"
"odchaiin","H",1,"Herbal"
"odchees","H",1,"Herbal"
"odchy","H",1,"Herbal"
"odeedy","H",1,"Herbal"
"odeeeeodl","H",1,"Herbal"
"odeey","H",1,"Herbal"
"odl","H",1,"Herbal"
"odol","H",2,"Herbal"
"odor","H",4,"Herbal"
"ods","H",1,"Herbal"
"ody","H",23,"Herbal"
"odyd","H",1,"Herbal"
"oedaiin","H",1,"Herbal"
"oeear","H",1,"Herbal"
"oeeed","H",1,"Herbal"
"oeeees","H",1,"Herbal"
"oeeen","H",1,"Herbal"
"oeeeos","H",2,"Herbal"
"oeees","H",4,"Herbal"
"oeeesoy","H",1,"Herbal"
"oeeey","H",2,"Herbal"
"oeeo","H",1,"Herbal"
"oeeockhy","H",1,"Herbal"
"oees","H",4,"Herbal"
"oeesody","H",1,"Herbal"
"oeesordy","H",1,"Herbal"
"oeey","H",1,"Herbal"
"oekaiin","H",1,"Herbal"
"oekar","H",1,"Herbal"
"oekeey","H",1,"Herbal"
"oekor","H",1,"Herbal"
"oekshy","H",1,"Herbal"
"oeor","H",1,"Herbal"
"oepchol","H",1,"Herbal"
"oes","H",1,"Herbal"
"ofaiin","H",2,"Herbal"
"ofair","H",1,"Herbal"
"ofar","H",2,"Herbal"
"ofchar","H",2,"Herbal"
"ofchdy","H",3,"Herbal"
"ofchedol","H",1,"Herbal"
"ofchey","H",2,"Herbal"
"ofchol","H",1,"Herbal"
"ofchor","H",1,"Herbal"
"ofchory","H",1,"Herbal"
"ofchtar","H",1,"Herbal"
"ofchy","H",3,"Herbal"
"oforam","H",1,"Herbal"
"ofseod","H",1,"Herbal"
"ofy","H",1,"Herbal"
"oheekar","H",1,"Herbal"
"oifhedy","H",1,"Herbal"
"oiiin","H",1,"Herbal"
"oiin","H",6,"Herbal"
"oir","H",1,"Herbal"
"ok","H",3,"Herbal"
"oka","H",1,"Herbal"
"okachey","H",1,"Herbal"
"okad","H",1,"Herbal"
"okadaiin","H",1,"Herbal"
"okag","H",1,"Herbal"
"okaiikhal","H",1,"Herbal"
"okaiin","H",56,"Herbal"
"okaiir","H",2,"Herbal"
"okain","H",10,"Herbal"
"okair","H",6,"Herbal"
"okal","H",40,"Herbal"
"okald","H",1,"Herbal"
"okaldy","H",3,"Herbal"
"okaly","H",4,"Herbal"
"okam","H",14,"Herbal"
"okar","H",34,"Herbal"
"okaraiin","H",1,"Herbal"
"okary","H",4,"Herbal"
"okas","H",1,"Herbal"
"okasor","H",1,"Herbal"
"okchafdy","H",1,"Herbal"
"okchaiin","H",1,"Herbal"
"okchain","H",1,"Herbal"
"okchal","H",3,"Herbal"
"okchan","H",2,"Herbal"
"okchar","H",3,"Herbal"
"okchd","H",2,"Herbal"
"okchdal","H",1,"Herbal"
"okchdy","H",6,"Herbal"
"okche","H",1,"Herbal"
"okchedy","H",2,"Herbal"
"okcheey","H",3,"Herbal"
"okcheod","H",1,"Herbal"
"okcheody","H",1,"Herbal"
"okcheol","H",1,"Herbal"
"okcheor","H",1,"Herbal"
"okchesy","H",1,"Herbal"
"okchey","H",13,"Herbal"
"okcho","H",4,"Herbal"
"okchochor","H",1,"Herbal"
"okchod","H",1,"Herbal"
"okchodeey","H",1,"Herbal"
"okchody","H",2,"Herbal"
"okchol","H",8,"Herbal"
"okchom","H",2,"Herbal"
"okchop","H",1,"Herbal"
"okchor","H",14,"Herbal"
"okchy","H",18,"Herbal"
"okeaiin","H",1,"Herbal"
"okeal","H",2,"Herbal"
"okeam","H",1,"Herbal"
"okear","H",2,"Herbal"
"okechdy","H",1,"Herbal"
"okechod","H",1,"Herbal"
"oked","H",2,"Herbal"
"okedal","H",1,"Herbal"
"okedam","H",1,"Herbal"
"okedar","H",1,"Herbal"
"okedody","H",1,"Herbal"
"okedor","H",1,"Herbal"
"okedy","H",26,"Herbal"
"okeeaiin","H",1,"Herbal"
"okeedchsy","H",1,"Herbal"
"okeedy","H",15,"Herbal"
"okeeey","H",4,"Herbal"
"okeeo","H",1,"Herbal"
"okeeodaiin","H",1,"Herbal"
"okeeody","H",2,"Herbal"
"okeeol","H",2,"Herbal"
"okeeom","H",1,"Herbal"
"okeeor","H",2,"Herbal"
"okeeos","H",2,"Herbal"
"okeer","H",1,"Herbal"
"okees","H",2,"Herbal"
"okeey","H",15,"Herbal"
"okehdy","H",1,"Herbal"
"okeo","H",2,"Herbal"
"okeoaiin","H",1,"Herbal"
"okeoam","H",1,"Herbal"
"okeod","H",1,"Herbal"
"okeodaiin","H",1,"Herbal"
"okeodof","H",1,"Herbal"
"okeody","H",9,"Herbal"
"okeokear","H",1,"Herbal"
"okeol","H",9,"Herbal"
"okeom","H",3,"Herbal"
"okeor","H",6,"Herbal"
"okeos","H",1,"Herbal"
"okes","H",2,"Herbal"
"okeshy","H",1,"Herbal"
"okey","H",10,"Herbal"
"oko","H",3,"Herbal"
"okod","H",2,"Herbal"
"okodaiin","H",1,"Herbal"
"okodar","H",1,"Herbal"
"okody","H",3,"Herbal"
"okoeos","H",1,"Herbal"
"okoiin","H",3,"Herbal"
"okokchodm","H",1,"Herbal"
"okol","H",27,"Herbal"
"okolchy","H",1,"Herbal"
"okoldm","H",1,"Herbal"
"okoldy","H",1,"Herbal"
"okolor","H",1,"Herbal"
"okoly","H",1,"Herbal"
"okom","H",4,"Herbal"
"okor","H",16,"Herbal"
"okorory","H",1,"Herbal"
"okos","H",2,"Herbal"
"okoy","H",4,"Herbal"
"okseey","H",1,"Herbal"
"okshal","H",1,"Herbal"
"okshedy","H",1,"Herbal"
"oksheo","H",1,"Herbal"
"okshes","H",1,"Herbal"
"okshey","H",1,"Herbal"
"oksho","H",3,"Herbal"
"okshody","H",1,"Herbal"
"okshol","H",1,"Herbal"
"okshor","H",1,"Herbal"
"okshy","H",7,"Herbal"
"oky","H",54,"Herbal"
"okytaiin","H",1,"Herbal"
"ol","H",92,"Herbal"
"olaen","H",1,"Herbal"
"olaiin","H",10,"Herbal"
"olaiir","H",2,"Herbal"
"olald","H",1,"Herbal"
"olam","H",1,"Herbal"
"olar","H",2,"Herbal"
"olcfholy","H",1,"Herbal"
"olcha","H",1,"Herbal"
"olchad","H",1,"Herbal"
"olchar","H",1,"Herbal"
"olchckhy","H",1,"Herbal"
"olchdaiin","H",1,"Herbal"
"olchdy","H",1,"Herbal"
"olchedy","H",1,"Herbal"
"olcheety","H",1,"Herbal"
"olcheey","H",4,"Herbal"
"olchef","H",1,"Herbal"
"olcheky","H",1,"Herbal"
"olcheol","H",2,"Herbal"
"olchey","H",3,"Herbal"
"olchod","H",1,"Herbal"
"olchsy","H",1,"Herbal"
"olchy","H",1,"Herbal"
"olcphy","H",1,"Herbal"
"olcthr","H",1,"Herbal"
"old","H",3,"Herbal"
"oldaiin","H",3,"Herbal"
"oldaim","H",1,"Herbal"
"oldam","H",4,"Herbal"
"oldar","H",4,"Herbal"
"oldckhy","H",1,"Herbal"
"oldor","H",2,"Herbal"
"oldy","H",7,"Herbal"
"oleees","H",1,"Herbal"
"oleeol","H",1,"Herbal"
"olfchedy","H",2,"Herbal"
"olfchor","H",1,"Herbal"
"olk","H",1,"Herbal"
"olkaiin","H",5,"Herbal"
"olkain","H",1,"Herbal"
"olkais","H",1,"Herbal"
"olkam","H",1,"Herbal"
"olkchdy","H",2,"Herbal"
"olkchey","H",1,"Herbal"
"olkedaiin","H",1,"Herbal"
"olkedy","H",1,"Herbal"
"olkeechy","H",1,"Herbal"
"olkeedy","H",2,"Herbal"
"olkeeo","H",1,"Herbal"
"olkeeody","H",1,"Herbal"
"olkees","H",1,"Herbal"
"olkeey","H",1,"Herbal"
"olkeody","H",2,"Herbal"
"olkey","H",1,"Herbal"
"olkor","H",2,"Herbal"
"olky","H",4,"Herbal"
"oll","H",1,"Herbal"
"olo","H",2,"Herbal"
"oloaiin","H",1,"Herbal"
"olody","H",1,"Herbal"
"oloeedy","H",1,"Herbal"
"oloiin","H",1,"Herbal"
"oloiir","H",1,"Herbal"
"olol","H",5,"Herbal"
"ololdy","H",2,"Herbal"
"olols","H",2,"Herbal"
"ololy","H",1,"Herbal"
"olom","H",1,"Herbal"
"olor","H",7,"Herbal"
"olos","H",1,"Herbal"
"oloy","H",1,"Herbal"
"olr","H",1,"Herbal"
"ols","H",3,"Herbal"
"olsaiin","H",1,"Herbal"
"olsar","H",1,"Herbal"
"olshedy","H",1,"Herbal"
"olsheey","H",2,"Herbal"
"olsheod","H",1,"Herbal"
"olsheol","H",1,"Herbal"
"olsheor","H",1,"Herbal"
"olshly","H",1,"Herbal"
"olsho","H",1,"Herbal"
"olshy","H",1,"Herbal"
"olsy","H",1,"Herbal"
"oltar","H",1,"Herbal"
"oltchedy","H",1,"Herbal"
"oltchey","H",1,"Herbal"
"oltchy","H",2,"Herbal"
"oltedy","H",1,"Herbal"
"olteedam","H",1,"Herbal"
"oltey","H",1,"Herbal"
"oltshey","H",1,"Herbal"
"oltsho","H",1,"Herbal"
"oly","H",12,"Herbal"
"olytol","H",1,"Herbal"
"om","H",6,"Herbal"
"oochockhy","H",1,"Herbal"
"oor","H",1,"Herbal"
"opaiis","H",1,"Herbal"
"opal","H",1,"Herbal"
"opalefom","H",1,"Herbal"
"opar","H",2,"Herbal"
"opary","H",1,"Herbal"
"opch","H",1,"Herbal"
"opchaiin","H",1,"Herbal"
"opchaikhy","H",1,"Herbal"
"opchal","H",1,"Herbal"
"opchaldy","H",1,"Herbal"
"opchar","H",1,"Herbal"
"opchdy","H",3,"Herbal"
"opcheaiin","H",1,"Herbal"
"opchear","H",1,"Herbal"
"opchedy","H",4,"Herbal"
"opcheey","H",1,"Herbal"
